project_name,repository,file_path,line_number,usage_type,code_snippet,file_url
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,201,"Other(""The object reader methods must not have any loggin"")","The object reader methods must not have any logging calls, as eventlet",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,202,"Other(""has a bug (https://github.com/eventlet/eventlet/is"")",has a bug (https://github.com/eventlet/eventlet/issues/432) that would,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,402,"Other(""eventlet.tpool"")",md5 = eventlet.tpool.execute(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,412,Sleep,LOG.debug('Calling eventlet.sleep(0)'),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,413,Sleep,eventlet.sleep(0),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,619,"Other(""eventlet.tpool"")","shalist = eventlet.tpool.execute(self._calculate_sha, data)",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,771,Sleep,eventlet.sleep(0),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/chunkeddriver.py,868,Sleep,eventlet.sleep(0),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/chunkeddriver.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,55,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,135,"Other(""eventlet.tpool"")","meta_obj = eventlet.tpool.Proxy(rados.Object(self._client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,153,"Other(""eventlet.tpool"")","meta_obj = eventlet.tpool.Proxy(rados.Object(self._client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,166,"Other(""eventlet.tpool"")","meta_obj = eventlet.tpool.Proxy(rados.Object(self._client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,175,"Other(""eventlet.tpool"")","meta_obj = eventlet.tpool.Proxy(rados.Object(self._client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,340,"Other(""eventlet.tpool"")",client = eventlet.tpool.Proxy(self.rados.Rados(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,413,"Other(""eventlet.tpool"")",eventlet.tpool.Proxy(volume.rbd_image).discard(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,417,"Other(""eventlet.tpool"")",eventlet.tpool.Proxy(volume.rbd_image).discard(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,495,"Other(""eventlet.tpool"")",eventlet.tpool.Proxy(self.rbd.RBD()).create(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,519,"Other(""eventlet.tpool"")","base_rbd = eventlet.tpool.Proxy(self.rbd.Image(rados_client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,571,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,597,"Other(""eventlet.tpool"")",eventlet.tpool.Proxy(self.rbd.RBD()).remove(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,625,"Other(""eventlet.tpool"")",if src_name in eventlet.tpool.Proxy(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,630,"Other(""eventlet.tpool"")","src_rbd = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,725,"Other(""eventlet.tpool"")",rbds = eventlet.tpool.Proxy(self.rbd.RBD()).list(client.ioctx),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,743,"Other(""eventlet.tpool"")","base_rbd = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,764,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,791,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,794,"Other(""eventlet.tpool"")",base_rbd = eventlet.tpool.Proxy(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,827,"Other(""eventlet.tpool"")",source_rbd_image = eventlet.tpool.Proxy(volume_file.rbd_image),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1000,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1007,"Other(""eventlet.tpool"")",eventlet.tpool.Proxy(self.rbd.RBD()).create(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1017,"Other(""eventlet.tpool"")","dest_rbd = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1026,"Other(""eventlet.tpool"")",meta_io_proxy = eventlet.tpool.Proxy(rbd_fd),https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1132,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1220,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1236,"Other(""eventlet.tpool"")","src_rbd = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1264,"Other(""eventlet.tpool"")",src_rbd = eventlet.tpool.Proxy(self.rbd.Image(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1276,"Other(""eventlet.tpool"")","self._transfer_data(eventlet.tpool.Proxy(rbd_fd), backup_name,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1294,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1297,"Other(""eventlet.tpool"")","base_image = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1356,"Other(""eventlet.tpool"")","with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1358,"Other(""eventlet.tpool"")","base_rbd = eventlet.tpool.Proxy(self.rbd.Image(client.ioctx,",https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1467,"Other(""eventlet.tpool"")",with eventlet.tpool.Proxy(rbd_driver.RADOSClient(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1500,"Other(""eventlet.tpool"")",with eventlet.tpool.Proxy(rbd_driver.RADOSClient(self)) as client:,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/drivers/ceph.py,1570,"Other(""eventlet.tpool"")",with eventlet.tpool.Proxy(rbd_driver.RADOSClient(,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/drivers/ceph.py
cinder,openstack/cinder,cinder/backup/manager.py,39,Import,from eventlet import tpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/backup/manager.py
cinder,openstack/cinder,cinder/cmd/api.py,23,Import,import eventlet  # noqa,https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/api.py
cinder,openstack/cinder,cinder/cmd/api.py,24,MonkeyPatch,eventlet.monkey_patch(),https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/api.py
cinder,openstack/cinder,cinder/cmd/backup.py,28,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/backup.py
cinder,openstack/cinder,cinder/cmd/backup.py,29,MonkeyPatch,eventlet.monkey_patch(),https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/backup.py
cinder,openstack/cinder,cinder/cmd/backup.py,89,"Other(""eventlet.semaphore"")","_semaphore: Union[eventlet.semaphore.Semaphore,",https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/backup.py
cinder,openstack/cinder,cinder/cmd/scheduler.py,23,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/scheduler.py
cinder,openstack/cinder,cinder/cmd/scheduler.py,24,MonkeyPatch,eventlet.monkey_patch(),https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/scheduler.py
cinder,openstack/cinder,cinder/cmd/volume.py,25,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/volume.py
cinder,openstack/cinder,cinder/cmd/volume.py,26,Import,import eventlet.tpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/volume.py
cinder,openstack/cinder,cinder/cmd/volume.py,33,"Other(""eventlet.monkey_patch"")",eventlet.monkey_patch(os=False),https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/volume.py
cinder,openstack/cinder,cinder/cmd/volume.py,35,MonkeyPatch,eventlet.monkey_patch(),https://opendev.org/openstack/cinder/src/branch/master/cinder/cmd/volume.py
cinder,openstack/cinder,cinder/image/image_utils.py,39,Import,from eventlet import tpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/image/image_utils.py
cinder,openstack/cinder,cinder/manager.py,54,Import,from eventlet import greenpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/manager.py
cinder,openstack/cinder,cinder/manager.py,55,Import,from eventlet import tpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/manager.py
cinder,openstack/cinder,cinder/opts.py,205,Import,from cinder.wsgi import eventlet_server as cinder_wsgi_eventletserver,https://opendev.org/openstack/cinder/src/branch/master/cinder/opts.py
cinder,openstack/cinder,cinder/opts.py,326,"Other(""cinder_wsgi_eventletserver.socket_opts,"")","cinder_wsgi_eventletserver.socket_opts,",https://opendev.org/openstack/cinder/src/branch/master/cinder/opts.py
cinder,openstack/cinder,cinder/rpc.py,164,Executor,"executor='eventlet',",https://opendev.org/openstack/cinder/src/branch/master/cinder/rpc.py
cinder,openstack/cinder,cinder/scheduler/manager.py,26,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/scheduler/manager.py
cinder,openstack/cinder,cinder/scheduler/manager.py,120,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/scheduler/manager.py
cinder,openstack/cinder,cinder/scheduler/manager.py,179,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/scheduler/manager.py
cinder,openstack/cinder,cinder/ssh_utils.py,23,Import,from eventlet import pools,https://opendev.org/openstack/cinder/src/branch/master/cinder/ssh_utils.py
cinder,openstack/cinder,cinder/ssh_utils.py,59,"Other(""\""\""\""A simple eventlet pool to hold ssh connections."")","""""""A simple eventlet pool to hold ssh connections.""""""",https://opendev.org/openstack/cinder/src/branch/master/cinder/ssh_utils.py
cinder,openstack/cinder,cinder/utils.py,48,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/utils.py
cinder,openstack/cinder,cinder/utils.py,49,Import,from eventlet import tpool,https://opendev.org/openstack/cinder/src/branch/master/cinder/utils.py
cinder,openstack/cinder,cinder/utils.py,1007,"Other(""\""\""\""Custom semaphore to workaround eventlet issues "")","""""""Custom semaphore to workaround eventlet issues with multiprocessing.""""""",https://opendev.org/openstack/cinder/src/branch/master/cinder/utils.py
cinder,openstack/cinder,cinder/utils.py,1024,"Other(""eventlet.Semaphore"")","concurrent_processes: int) -> Union[eventlet.Semaphore,",https://opendev.org/openstack/cinder/src/branch/master/cinder/utils.py
cinder,openstack/cinder,cinder/utils.py,1035,"Other(""eventlet.Semaphore"")",return eventlet.Semaphore(limit),https://opendev.org/openstack/cinder/src/branch/master/cinder/utils.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,23,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,908,Sleep,eventlet.sleep(2),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,925,Sleep,eventlet.sleep(datc.DEFAULT_SNAP_SLEEP),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,935,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,942,Sleep,eventlet.sleep(datc.DEFAULT_SI_SLEEP),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api21.py,952,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api21.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,23,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,958,Sleep,eventlet.sleep(2),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,975,Sleep,eventlet.sleep(datc.DEFAULT_SNAP_SLEEP),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,985,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,992,Sleep,eventlet.sleep(datc.DEFAULT_SI_SLEEP),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_api22.py,1002,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_api22.py
cinder,openstack/cinder,cinder/volume/drivers/datera/datera_iscsi.py,19,Import,from eventlet.green import threading,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/datera/datera_iscsi.py
cinder,openstack/cinder,cinder/volume/drivers/dell_emc/sc/storagecenter_api.py,21,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/dell_emc/sc/storagecenter_api.py
cinder,openstack/cinder,cinder/volume/drivers/dell_emc/sc/storagecenter_api.py,200,Sleep,eventlet.sleep(1),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/dell_emc/sc/storagecenter_api.py
cinder,openstack/cinder,cinder/volume/drivers/dell_emc/sc/storagecenter_api.py,2361,Sleep,eventlet.sleep(sleep),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/dell_emc/sc/storagecenter_api.py
cinder,openstack/cinder,cinder/volume/drivers/dell_emc/sc/storagecenter_common.py,15,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/dell_emc/sc/storagecenter_common.py
cinder,openstack/cinder,cinder/volume/drivers/dell_emc/sc/storagecenter_common.py,1560,Sleep,eventlet.sleep(self.failback_timeout),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/dell_emc/sc/storagecenter_common.py
cinder,openstack/cinder,cinder/volume/drivers/hitachi/hbsd_replication.py,20,Import,from eventlet import greenthread,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/hitachi/hbsd_replication.py
cinder,openstack/cinder,cinder/volume/drivers/hitachi/hbsd_rest_api.py,23,Import,from eventlet import greenthread,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/hitachi/hbsd_rest_api.py
cinder,openstack/cinder,cinder/volume/drivers/hpe/nimble.py,30,Import,import eventlet,https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/hpe/nimble.py
cinder,openstack/cinder,cinder/volume/drivers/hpe/nimble.py,249,Sleep,eventlet.sleep(DEFAULT_SLEEP),https://opendev.org/openstack/cinder/src/branch/master/cinder/volume/drivers/hpe/nimble.py
